schedule_id,train_id,train_no,train_name,train_type,priority_value,priority_name,final_priority,station_id,station_name,scheduled_arrival,scheduled_departure,platform_no,track_id,order_no,avg_delay_minutes
627,222,90161,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.32,9,Bindayaka,2025-10-13 02:54:48.436,2025-10-13 02:56:48.436,32,1,21,69.5
628,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,1,Jaipur Junction,2025-10-07 18:30:15.969,2025-10-07 18:33:15.969,1,1,1,69.6
629,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,1,Jaipur Junction,2025-10-07 21:30:15.969,2025-10-07 21:37:15.969,1,1,2,69.6
630,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,2,Bais Godam,2025-10-07 22:35:15.969,2025-10-07 22:39:15.969,8,1,3,69.6
631,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,2,Bais Godam,2025-10-08 00:45:15.969,2025-10-08 00:55:15.969,5,1,4,69.6
632,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,2,Bais Godam,2025-10-08 02:27:15.969,2025-10-08 02:42:15.969,7,1,5,69.6
633,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,3,Dahar Ka Balaji,2025-10-08 04:28:16.310,2025-10-08 04:33:16.310,11,1,6,69.6
634,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,4,Jaipur Gandhinagar,2025-10-08 06:59:15.969,2025-10-08 07:10:15.969,13,1,7,69.6
635,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,4,Jaipur Gandhinagar,2025-10-08 10:02:15.969,2025-10-08 10:13:15.969,14,1,8,69.6
636,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,5,Durgapura,2025-10-08 12:51:16.310,2025-10-08 13:03:16.310,18,1,9,69.6
637,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-08 14:36:26.296,2025-10-08 14:41:26.296,21,1,10,69.6
638,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-08 17:21:26.305,2025-10-08 17:29:26.305,19,1,11,69.6
639,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-08 20:01:15.969,2025-10-08 20:09:15.969,21,1,12,69.6
640,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-08 22:17:15.969,2025-10-08 22:20:15.969,21,1,13,69.6
641,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,7,Getor Jagatpura,2025-10-08 22:58:26.305,2025-10-08 23:10:26.305,23,1,14,69.6
642,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,7,Getor Jagatpura,2025-10-09 00:23:15.969,2025-10-09 00:33:15.969,24,1,15,69.6
643,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,8,Sanganer,2025-10-09 03:31:15.969,2025-10-09 03:46:15.969,29,1,16,69.6
644,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,8,Sanganer,2025-10-09 05:29:15.969,2025-10-09 05:39:15.969,28,1,17,69.6
645,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,8,Sanganer,2025-10-09 07:03:15.969,2025-10-09 07:16:15.969,27,1,18,69.6
646,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,9,Bindayaka,2025-10-09 09:51:15.969,2025-10-09 10:05:15.969,34,1,19,69.6
647,143,20255,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.32,10,Khatipura,2025-10-09 10:46:15.969,2025-10-09 10:55:15.969,38,1,20,69.6
648,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,1,Jaipur Junction,2025-10-06 07:45:08.240,2025-10-06 08:00:08.240,4,1,1,69.7
649,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,1,Jaipur Junction,2025-10-06 08:48:08.240,2025-10-06 08:53:08.240,4,1,2,69.7
650,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,1,Jaipur Junction,2025-10-06 11:26:08.240,2025-10-06 11:40:08.240,2,1,3,69.7
651,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,2,Bais Godam,2025-10-06 13:59:08.240,2025-10-06 14:06:08.240,8,1,4,69.7
652,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,2,Bais Godam,2025-10-06 16:56:08.240,2025-10-06 17:03:08.240,7,1,5,69.7
653,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,3,Dahar Ka Balaji,2025-10-06 17:57:08.240,2025-10-06 18:11:08.240,10,1,6,69.7
654,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,3,Dahar Ka Balaji,2025-10-06 20:56:36.827,2025-10-06 21:07:36.827,10,1,7,69.7
655,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,3,Dahar Ka Balaji,2025-10-06 23:16:08.240,2025-10-06 23:18:08.240,10,1,8,69.7
656,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,4,Jaipur Gandhinagar,2025-10-07 00:33:08.240,2025-10-07 00:43:08.240,14,1,9,69.7
657,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-07 02:59:08.240,2025-10-07 03:03:08.240,19,1,10,69.7
658,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,6,Kanakpura,2025-10-07 04:36:08.240,2025-10-07 04:43:08.240,20,1,11,69.7
659,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,7,Getor Jagatpura,2025-10-07 06:23:08.240,2025-10-07 06:38:08.240,24,1,12,69.7
660,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,8,Sanganer,2025-10-07 08:15:08.240,2025-10-07 08:24:08.240,27,1,13,69.7
661,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,8,Sanganer,2025-10-07 10:20:08.240,2025-10-07 10:22:08.240,26,1,14,69.7
662,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,9,Bindayaka,2025-10-07 11:27:08.240,2025-10-07 11:42:08.240,30,1,15,69.7
663,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,9,Bindayaka,2025-10-07 12:55:08.240,2025-10-07 13:07:08.240,34,1,16,69.7
664,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,9,Bindayaka,2025-10-07 14:42:08.240,2025-10-07 14:50:08.240,31,1,17,69.7
665,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,10,Khatipura,2025-10-07 16:10:08.240,2025-10-07 16:14:08.240,37,1,18,69.7
666,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,10,Khatipura,2025-10-07 17:07:08.240,2025-10-07 17:09:08.240,37,1,19,69.7
667,161,86669,Double Decker Express,SUPERFAST,1,SUPERFAST (Highest),3.32,10,Khatipura,2025-10-07 18:10:08.240,2025-10-07 18:17:08.240,36,1,20,69.7
668,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,1,Jaipur Junction,2025-10-08 01:07:00.635,2025-10-08 01:19:00.635,1,1,1,69.9
669,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,1,Jaipur Junction,2025-10-08 02:03:00.635,2025-10-08 02:14:00.635,3,1,2,69.9
670,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,1,Jaipur Junction,2025-10-08 04:10:00.635,2025-10-08 04:17:00.635,3,1,3,69.9
671,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,2,Bais Godam,2025-10-08 06:40:00.635,2025-10-08 06:50:00.635,7,1,4,69.9
672,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,4,Jaipur Gandhinagar,2025-10-08 08:47:00.635,2025-10-08 08:49:00.635,15,1,5,69.9
673,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,4,Jaipur Gandhinagar,2025-10-08 09:55:00.635,2025-10-08 09:58:00.635,13,1,6,69.9
674,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,5,Durgapura,2025-10-08 10:32:00.635,2025-10-08 10:39:00.635,17,1,7,69.9
675,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,5,Durgapura,2025-10-08 12:15:00.635,2025-10-08 12:29:00.635,17,1,8,69.9
676,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,6,Kanakpura,2025-10-08 13:09:00.635,2025-10-08 13:20:00.635,19,1,9,69.9
677,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,6,Kanakpura,2025-10-08 15:09:00.635,2025-10-08 15:11:00.635,21,1,10,69.9
678,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-08 15:45:00.635,2025-10-08 15:51:00.635,23,1,11,69.9
679,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-08 18:15:00.635,2025-10-08 18:30:00.635,23,1,12,69.9
680,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-08 20:48:00.635,2025-10-08 20:53:00.635,29,1,13,69.9
681,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-08 22:01:00.635,2025-10-08 22:11:00.635,26,1,14,69.9
682,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-08 23:37:00.635,2025-10-08 23:44:00.635,29,1,15,69.9
683,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,9,Bindayaka,2025-10-09 00:19:00.635,2025-10-09 00:28:00.635,33,1,16,69.9
684,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,9,Bindayaka,2025-10-09 01:54:00.635,2025-10-09 02:03:00.635,32,1,17,69.9
685,237,53713,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.33,10,Khatipura,2025-10-09 04:21:00.635,2025-10-09 04:27:00.635,36,1,18,69.9
686,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,1,Jaipur Junction,2025-10-05 11:45:01.225,2025-10-05 12:00:01.225,4,1,1,70.0
687,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,1,Jaipur Junction,2025-10-05 12:48:25.137,2025-10-05 13:03:25.137,2,1,2,70.0
688,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,2,Bais Godam,2025-10-05 15:07:25.137,2025-10-05 15:14:25.137,6,1,3,70.0
689,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,4,Jaipur Gandhinagar,2025-10-05 16:02:25.137,2025-10-05 16:04:25.137,13,1,4,70.0
690,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,5,Durgapura,2025-10-05 17:25:25.137,2025-10-05 17:36:25.137,16,1,5,70.0
691,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,6,Kanakpura,2025-10-05 18:22:25.137,2025-10-05 18:36:25.137,21,1,6,70.0
692,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,6,Kanakpura,2025-10-05 19:23:25.137,2025-10-05 19:32:25.137,19,1,7,70.0
693,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,6,Kanakpura,2025-10-05 20:35:25.137,2025-10-05 20:48:25.137,21,1,8,70.0
694,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-05 23:07:25.137,2025-10-05 23:10:25.137,22,1,9,70.0
695,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-06 01:53:25.137,2025-10-06 01:59:25.137,22,1,10,70.0
696,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-06 02:53:25.137,2025-10-06 02:55:25.137,25,1,11,70.0
697,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,7,Getor Jagatpura,2025-10-06 04:17:25.137,2025-10-06 04:19:25.137,24,1,12,70.0
698,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-06 06:35:25.137,2025-10-06 06:37:25.137,26,1,13,70.0
699,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-06 08:25:25.137,2025-10-06 08:38:25.137,28,1,14,70.0
700,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,8,Sanganer,2025-10-06 11:38:25.137,2025-10-06 11:40:25.137,28,1,15,70.0
701,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,9,Bindayaka,2025-10-06 14:25:25.137,2025-10-06 14:28:25.137,32,1,16,70.0
702,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,9,Bindayaka,2025-10-06 17:26:25.137,2025-10-06 17:30:25.137,32,1,17,70.0
703,49,10874,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.33,10,Khatipura,2025-10-06 18:02:25.137,2025-10-06 18:10:25.137,35,1,18,70.0
704,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-25 01:51:28.578,2025-10-25 02:06:28.578,5,1,1,70.1
705,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-25 04:55:18.207,2025-10-25 05:02:18.207,8,1,2,70.1
706,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-25 07:15:28.578,2025-10-25 07:17:28.578,6,1,3,70.1
707,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 08:40:28.578,2025-10-25 08:49:28.578,11,1,4,70.1
708,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 11:31:28.578,2025-10-25 11:37:28.578,11,1,5,70.1
709,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 13:12:28.578,2025-10-25 13:22:28.578,10,1,6,70.1
710,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-25 14:02:28.578,2025-10-25 14:04:28.578,13,1,7,70.1
711,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-25 15:32:28.578,2025-10-25 15:43:28.578,14,1,8,70.1
712,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-25 16:59:28.578,2025-10-25 17:09:28.578,14,1,9,70.1
713,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,5,Durgapura,2025-10-25 19:47:31.258,2025-10-25 20:02:31.258,18,1,10,70.1
714,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 21:41:12.118,2025-10-25 21:47:12.118,21,1,11,70.1
715,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 22:54:28.578,2025-10-25 23:04:28.578,21,1,12,70.1
716,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-26 00:46:28.578,2025-10-26 00:49:28.578,19,1,13,70.1
717,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-26 01:41:28.578,2025-10-26 01:47:28.578,21,1,14,70.1
718,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-26 04:40:28.578,2025-10-26 04:54:28.578,24,1,15,70.1
719,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-26 05:41:28.578,2025-10-26 05:48:28.578,22,1,16,70.1
720,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-26 07:19:28.578,2025-10-26 07:21:28.578,24,1,17,70.1
721,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-26 08:11:28.578,2025-10-26 08:20:28.578,28,1,18,70.1
722,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-26 09:44:28.578,2025-10-26 09:58:28.578,29,1,19,70.1
723,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 11:30:28.578,2025-10-26 11:33:28.578,34,1,20,70.1
724,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 12:25:28.578,2025-10-26 12:36:28.578,33,1,21,70.1
725,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 13:48:28.578,2025-10-26 13:56:28.578,30,1,22,70.1
726,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 16:24:28.578,2025-10-26 16:31:28.578,31,1,23,70.1
727,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 19:09:28.578,2025-10-26 19:15:28.578,34,1,24,70.1
728,410,49846,Gatimaan Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-26 21:25:28.578,2025-10-26 21:31:28.578,37,1,25,70.1
729,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-15 05:00:03.819,2025-10-15 05:05:03.819,4,1,1,70.2
730,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-15 06:21:03.819,2025-10-15 06:33:03.819,8,1,2,70.2
731,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-15 07:56:03.819,2025-10-15 08:06:03.819,5,1,3,70.2
732,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-15 10:36:03.819,2025-10-15 10:50:03.819,9,1,4,70.2
733,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-15 12:14:03.819,2025-10-15 12:25:03.819,7,1,5,70.2
734,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-15 15:09:03.819,2025-10-15 15:14:03.819,8,1,6,70.2
735,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-15 15:58:03.819,2025-10-15 16:13:03.819,15,1,7,70.2
736,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-15 16:50:03.819,2025-10-15 17:00:03.819,15,1,8,70.2
737,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,5,Durgapura,2025-10-15 19:39:03.819,2025-10-15 19:44:03.819,18,1,9,70.2
738,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-15 21:26:03.819,2025-10-15 21:41:03.819,19,1,10,70.2
739,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-15 23:54:37.629,2025-10-16 00:05:37.629,19,1,11,70.2
740,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-16 01:52:03.819,2025-10-16 02:07:03.819,24,1,12,70.2
741,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-16 03:13:29.330,2025-10-16 03:19:29.330,25,1,13,70.2
742,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-16 05:32:03.819,2025-10-16 05:46:03.819,28,1,14,70.2
743,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-16 08:19:57.381,2025-10-16 08:34:57.381,27,1,15,70.2
744,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-16 10:19:03.819,2025-10-16 10:25:03.819,32,1,16,70.2
745,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-16 12:46:03.819,2025-10-16 12:56:03.819,35,1,17,70.2
746,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-16 15:09:48.889,2025-10-16 15:23:48.889,37,1,18,70.2
747,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-16 16:09:03.819,2025-10-16 16:15:03.819,35,1,19,70.2
748,117,61359,Premium Tatkal Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-16 17:21:03.819,2025-10-16 17:28:03.819,35,1,20,70.2
749,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-24 15:24:47.402,2025-10-24 15:34:47.402,2,1,1,70.2
750,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-24 17:18:47.402,2025-10-24 17:32:47.402,1,1,2,70.2
751,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-24 19:29:47.402,2025-10-24 19:38:47.402,9,1,3,70.2
752,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-24 21:25:47.402,2025-10-24 21:30:47.402,6,1,4,70.2
753,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,2,Bais Godam,2025-10-24 23:25:47.402,2025-10-24 23:32:47.402,8,1,5,70.2
754,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 00:09:47.402,2025-10-25 00:17:47.402,11,1,6,70.2
755,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 03:13:47.402,2025-10-25 03:22:47.402,12,1,7,70.2
756,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,3,Dahar Ka Balaji,2025-10-25 05:06:47.402,2025-10-25 05:17:47.402,11,1,8,70.2
757,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,4,Jaipur Gandhinagar,2025-10-25 06:51:47.402,2025-10-25 06:56:47.402,14,1,9,70.2
758,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,5,Durgapura,2025-10-25 08:00:47.402,2025-10-25 08:09:47.402,17,1,10,70.2
759,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,5,Durgapura,2025-10-25 08:43:47.402,2025-10-25 08:54:47.402,16,1,11,70.2
760,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,5,Durgapura,2025-10-25 11:00:49.026,2025-10-25 11:14:49.026,17,1,12,70.2
761,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 13:05:47.402,2025-10-25 13:07:47.402,19,1,13,70.2
762,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 14:04:47.402,2025-10-25 14:10:47.402,21,1,14,70.2
763,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 17:04:47.402,2025-10-25 17:10:47.402,19,1,15,70.2
764,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,6,Kanakpura,2025-10-25 18:25:47.402,2025-10-25 18:38:47.402,19,1,16,70.2
765,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,7,Getor Jagatpura,2025-10-25 21:06:12.137,2025-10-25 21:20:12.137,25,1,17,70.2
766,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-25 22:08:47.402,2025-10-25 22:21:47.402,28,1,18,70.2
767,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-26 00:06:26.654,2025-10-26 00:18:26.654,28,1,19,70.2
768,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-26 02:25:47.402,2025-10-26 02:35:47.402,28,1,20,70.2
769,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,8,Sanganer,2025-10-26 04:01:47.402,2025-10-26 04:14:47.402,27,1,21,70.2
770,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 05:39:47.402,2025-10-26 05:44:47.402,30,1,22,70.2
771,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,9,Bindayaka,2025-10-26 06:42:47.402,2025-10-26 06:56:47.402,34,1,23,70.2
772,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-26 09:17:47.402,2025-10-26 09:20:47.402,37,1,24,70.2
773,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-26 11:03:47.402,2025-10-26 11:12:47.402,38,1,25,70.2
774,153,38051,Tejas Express,SUPERFAST,1,SUPERFAST (Highest),3.34,10,Khatipura,2025-10-26 13:59:47.402,2025-10-26 14:07:47.402,36,1,26,70.2
775,371,46904,Ajmer Shatabdi,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-25 19:03:40.670,2025-10-25 19:16:40.670,2,1,1,70.3
776,371,46904,Ajmer Shatabdi,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-25 20:27:40.670,2025-10-25 20:33:40.670,3,1,2,70.3
777,371,46904,Ajmer Shatabdi,SUPERFAST,1,SUPERFAST (Highest),3.34,1,Jaipur Junction,2025-10-25 23:32:40.670,2025-10-25 23:37:40.670,2,1,3,70.3
