id,train_id,timestamp,current_station,next_station,status,speed_kmph,position_m,delayed_minutes,actual_arrival,actual_departure,eta,etd,train_no,from_code,to_code
"2167","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","42.55","67882.08","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:49:35 GMT+0530 (India Standard Time)","Fri Sep 19 2025 17:12:50 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2168","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","56.46","29931.78","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:45:59 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:20:22 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2169","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","97.53","205885.14","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:15:22 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:16:07 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2170","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","60.94","124282.77","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:09:25 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:26:22 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2171","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","47.73","3262.19","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:04:16 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:29:46 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2172","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","64.46","99376.75","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:54:20 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:11:18 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2173","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","69.61","63938.10","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:21:30 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:21:32 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2174","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","82.80","80315.69","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:20:12 GMT+0530 (India Standard Time)","Fri Sep 19 2025 17:19:45 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2175","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","114.93","16344.14","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:23:22 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:06:15 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2176","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","79.11","13012.90","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:21:59 GMT+0530 (India Standard Time)","Fri Sep 19 2025 18:06:18 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2177","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","111.30","181310.98","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:30:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:30:20 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2178","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","93.67","76659.98","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:06:16 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:42:46 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2179","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","72.14","263942.73","27","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:22:54 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:02:44 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2180","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","46.48","45066.01","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:27:19 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:12:40 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2181","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","115.71","24546.29","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:50:38 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:34:47 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2182","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","114.82","2483.49","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:29:47 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:07:04 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2183","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","87.80","236310.57","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:52:40 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:03:59 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2184","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","68.29","54282.41","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:10:10 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:40:17 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2185","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","91.55","8423.65","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:23:34 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:09:03 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2186","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","41.56","8715.79","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:35:43 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:49:51 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2187","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","45.98","28201.12","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:26:51 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:34:30 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2188","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","116.63","120996.04","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:30:22 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:05:32 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2189","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","66.64","120211.71","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:50:00 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:59:54 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2190","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","63.41","1960.48","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:42:12 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:54:05 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2191","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","103.32","14240.05","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:01:30 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:28:23 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2192","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","53.17","79903.49","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:31:48 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:36:11 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2193","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","57.03","28262.16","7","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:25:22 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:50:03 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2194","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","87.59","148367.44","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:50:47 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:05:44 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2195","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","85.64","8559.79","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:37:41 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:54:28 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2196","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","97.20","60436.41","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:23:39 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:37:11 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2197","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","100.03","6010.00","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:13:31 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:21:02 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2198","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","40.77","9804.74","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 08:54:08 GMT+0530 (India Standard Time)","Fri Sep 19 2025 20:29:35 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2199","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","69.48","44056.31","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:41:28 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:18:39 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2200","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","55.09","37489.65","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:39:19 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:18:00 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2201","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","88.01","73725.21","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:37:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:10:49 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2202","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","41.44","30060.28","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 08:08:14 GMT+0530 (India Standard Time)","Fri Sep 19 2025 20:46:23 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2203","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","76.53","49506.20","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:08:59 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:50:21 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2204","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","102.81","188167.70","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:59:18 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:49:02 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2205","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","89.98","110145.67","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:17:47 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:06:55 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2206","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","95.75","121062.76","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:09:17 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:13:00 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2207","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","99.33","55256.75","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:09:06 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:55:40 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2208","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","44.47","23498.27","5","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:50:20 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:21:06 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2209","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","85.23","2069.40","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:34:07 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:02:35 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2210","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","96.37","26652.23","11","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:30:36 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:01:58 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2211","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","84.59","269775.32","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:26:38 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:00:10 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2212","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","66.52","30506.89","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:27:58 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:42:40 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2213","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","44.10","207325.23","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 08:30:41 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:25:24 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2214","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","45.21","145360.97","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:17:49 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:07:25 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2215","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","57.01","59134.89","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:33:21 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:02:33 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2216","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","84.29","146135.75","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:20:08 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:34:00 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2217","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","75.52","6370.50","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:53:05 GMT+0530 (India Standard Time)","Fri Sep 19 2025 18:40:00 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2218","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","61.98","190344.63","10","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:32:32 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:11:22 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2219","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","76.53","27293.95","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:41:35 GMT+0530 (India Standard Time)","Fri Sep 19 2025 17:35:10 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2220","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","95.36","84983.42","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:18:33 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:26:08 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2221","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","62.62","145997.68","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:17:07 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:01:08 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2222","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","113.18","73794.89","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:54:09 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:04:52 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2223","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","54.91","8350.69","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:37:29 GMT+0530 (India Standard Time)","Fri Sep 19 2025 18:51:32 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2224","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","68.57","222420.92","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:57:50 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:25:41 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2225","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","109.39","20196.34","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:36:25 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:50:39 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2226","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","106.26","134963.36","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:22:33 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:59:24 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2227","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","98.63","113377.98","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:38:19 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:50:51 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2228","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","97.48","80522.71","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:53:28 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:55:06 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2229","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","93.06","38223.56","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:19:44 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:53:46 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2230","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","44.26","69350.61","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:42:12 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:21:57 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2231","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","88.75","14765.67","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:35:53 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:52:17 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2232","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","87.97","98159.06","27","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:18:16 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:39:56 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2233","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","108.54","29190.40","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:44:03 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:37:58 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2234","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","87.67","21999.86","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:11:45 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:11:20 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2235","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","114.73","30884.61","4","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:02:39 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:23:20 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2236","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","84.32","138280.10","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:45:23 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:14:22 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2237","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","88.27","61467.93","6","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:38:07 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:24:15 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"2238","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","56.86","13613.66","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:05:25 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:18:22 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2239","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","90.99","44238.54","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:08:32 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:01:27 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2240","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","101.65","48751.22","5","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:15:46 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:58:37 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2241","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","65.09","50546.49","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:35:05 GMT+0530 (India Standard Time)","Fri Sep 19 2025 18:16:28 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"2242","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","112.02","196803.76","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:00:36 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:52:09 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2243","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","58.80","1165.35","14","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:57:31 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:53:26 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"2244","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","51.95","19308.18","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:13:37 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:02:13 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"2245","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","64.68","7828.89","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:41:32 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:49:21 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
